SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,DINNING_DESC,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,url,HAS_GARAGE,LAUNDARY_FEATURES,FLOORING_FEATURES,COOLING_FEATURES,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,BATH_DESCRIPTION,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE
MLS Listing,,Single Family Residential,17 S Palomar Dr,Redwood City,CA,94062,3850000,5.0,3.5,REDWOOD CITY,3401.0,12500.0,1982.0,16,1132.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/17-S-Palomar-Dr-94062/home/2031969,MLSListings,ML81941925,N,Y,37.4790233,-122.2662971,Attached Garage,"Dining Area, Eat in Kitchen",Heating (2+ Zones),"Public Utilities, Solar Panels - Owned",,NA,NA,6,2.5,1132.0,3865969.0,27222.0,12,Somewhat bikeable,5,Car-dependent,Minimal,Moderate,Minor,Minimal,"Places1 grocery, 14 restaurants, 12 parksTransit260, 275, 278, 295, 397, 398, 61, 73, 79, 95, ECR","Sep 14, 2023",Listed (Active)MLSListings #ML81941925,3850000.0,https://www.redfin.com/CA/Redwood-City/17-S-Palomar-Dr-94062/home/2031969,3.0,Inside,,"Central Forced Air, Multi-Zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1065 10th Ave,Redwood City,CA,94063,1250000,2.0,2.0,REDWOOD CITY,1305.0,6500.0,1937.0,16,958.0,,Active,,,https://www.redfin.com/CA/Redwood-City/1065-10th-Ave-94063/home/1694783,MLSListings,ML81941888,N,Y,37.483663,-122.1927651,Attached Garage,"Eat in Kitchen, Formal Dining Room",Forced Air,Public Utilities,,3,NA,6,2.5,958.0,1303149.0,8838.0,65,Bikeable,53,Somewhat walkable,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 13 restaurants, 4 parksTransit270, 281, 296, 397, 72, 79, 81, 82, 83, 84, 88, ECR, M1 Shuttle, M1 Shuttle (City of Menlo Park), M3 Shuttle, M3 Shuttle (City of Menlo Park), MPT Shuttle","Sep 14, 2023",Listed (Active)MLSListings #ML81941888,1250000.0,https://www.redfin.com/CA/Redwood-City/1065-10th-Ave-94063/home/1694783,1.0,In Garage,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3 Eagle Hill Ter,Redwood City,CA,94062,2398000,4.0,2.5,REDWOOD CITY,2308.0,6300.0,1951.0,17,1039.0,,Active,,,https://www.redfin.com/CA/Redwood-City/3-Eagle-Hill-Ter-94062/home/1677760,MLSListings,ML81941713,N,Y,37.4750302,-122.2416585,Detached,"Breakfast Bar, Dining Area",Central Forced Air,Public Utilities,1.0,NA,3,6,2.5,1039.0,,16955.0,49,Somewhat bikeable,43,Car-dependent,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 17 restaurants, 7 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Sep 13, 2023",Listed (Active)MLSListings #ML81941713,2398000.0,https://www.redfin.com/CA/Redwood-City/3-Eagle-Hill-Ter-94062/home/1677760,1.0,"Inside, Washer/Dryer",,Central Forced Air,"Jun 13, 1998",Listing RemovedMLSListings #ML89801026,NA,"Jan 11, 1998",ListedMLSListings #ML89801026,479000.0,"Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), Shower and Tub, Stall Shower, Stone, Tile, Tub, Updated Bath(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,553 3rd Ave,Redwood City,CA,94063,1200000,5.0,3.0,REDWOOD CITY,1300.0,7000.0,1930.0,17,923.0,,Active,October-1-2023 11:00 AM,October-1-2023 02:00 PM,https://www.redfin.com/CA/Redwood-City/553-3rd-Ave-94063/home/1268732,MLSListings,ML81941701,N,Y,37.4757607,-122.2048231,"Off-Street Parking, Parking Area",Dining Area in Living Room,Central Forced Air,"Solar Panels - Lien, Solar Panels - Owned",1.0,3,NA,6,2.0,923.0,1197929.0,8485.0,74,Very bikeable,84,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 29 restaurants, 2 parksTransit270, 275, 278, 296, 397, 72, 79, 82, 83, 84, 88, ECR, M3 Shuttle, M3 Shuttle (City of Menlo Park), MPT Shuttle","Sep 13, 2023",Listed (Active)MLSListings #ML81941701,1200000.0,https://www.redfin.com/CA/Redwood-City/553-3rd-Ave-94063/home/1268732,1.0,"In Utility Room, Inside","Hardwood, Laminate, Tile",Central Forced Air,,,,,,,2+ Stall Shower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1550 Cordilleras Rd,Redwood City,CA,94062,1795000,4.0,2.5,REDWOOD CITY,1990.0,16000.0,1961.0,17,902.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/1550-Cordilleras-Rd-94062/home/1258605,MLSListings,ML81941692,N,Y,37.4775908,-122.2610036,Parking Area,No Formal Dining Room,Central Forced Air,Public Utilities,1.0,NA,NA,6,2.5,902.0,1801171.0,12692.0,30,Somewhat bikeable,34,Car-dependent,Severe,Moderate,Minor,Minimal,"Places4 groceries, 15 restaurants, 12 parksTransit275, 278, 295, 397, 398, 61, 73, 79, 95, ECR","Sep 13, 2023",Listed (Active)MLSListings #ML81941692,1795000.0,https://www.redfin.com/CA/Redwood-City/1550-Cordilleras-Rd-94062/home/1258605,4.0,,,Central Forced Air,"Jul 30, 2022",Pending (Pending (Do Not Show))MLSListings #ML81894539,NA,"Jul 24, 2022",Price ChangedMLSListings #ML81894539,1698000.0,,,,,"Jul 8, 2022",Price ChangedMLSListings #ML81894539,1898000.0,"Jun 19, 2022",Price ChangedMLSListings #ML81894539,2198000.0,"Jun 19, 2022",Price ChangedMLSListings #ML81894539,1998000.0,"Jun 2, 2022",Listed (Active)MLSListings #ML81894539,2198000.0,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,940 Edgecliff Way,Redwood City,CA,94061,2248000,4.0,2.5,REDWOOD CITY,2030.0,8050.0,1960.0,19,1107.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/940-Edgecliff-Way-94061/home/1454165,MLSListings,ML81941485,N,Y,37.4553832,-122.2580849,"Attached Garage, Gate/Door Opener",Dining Area in Living Room,Central Forced Air (Gas),Public Utilities,1.0,NA,NA,6,2.5,1107.0,2237032.0,15895.0,33,Somewhat bikeable,19,Car-dependent,Minimal,Major,Minor,Minimal,"Places4 groceries, 18 restaurants, 9 parksTransit275, 278, 295, 61, 72, 73, 79, 85, 87","Sep 11, 2023",Listed (Active)MLSListings #ML81941485,2248000.0,https://www.redfin.com/CA/Redwood-City/940-Edgecliff-Way-94061/home/1454165,1.0,"Dryer, Electricity Hookup (220V), In Utility Room, Washer","Hardwood, Slate, Vinyl/Linoleum",Ceiling Fan,,,,,,,"Primary (Stall Shower(s)), Shower Over Tub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,481 W Maple Way,Woodside,CA,94062,7200000,4.0,5.0,WOODSIDE,5388.0,43560.0,2016.0,19,1336.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Woodside/481-W-Maple-Way-94062/home/1668204,MLSListings,ML81941483,N,Y,37.457735,-122.2784641,"Attached Garage, Off-Street Parking",Dining Area,Forced Air,"Public Utilities, Solar Panels - Owned",2.0,NA,NA,6,2.5,1336.0,7234265.0,50908.0,8,Somewhat bikeable,14,Car-dependent,Minimal,Major,Minor,Minimal,"Places5 groceries, 16 restaurants, 16 parksTransit275, 278, 295, 61, 73, 79, 85, 95","Sep 11, 2023",Listed (Active)MLSListings #ML81941483,7200000.0,https://www.redfin.com/CA/Woodside/481-W-Maple-Way-94062/home/1668204,2.0,"Inside, Washer/Dryer",Wood,Central Forced Air,,,,,,,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower Over Tub, Skylight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,22 Starwood Dr,Woodside,CA,94062,6998000,5.0,4.5,WOODSIDE,7300.0,217800.0,1984.0,19,959.0,,Active,,,https://www.redfin.com/CA/Woodside/22-Starwood-Dr-94062/home/2049722,MLSListings,ML81941473,N,Y,37.3790812,-122.2728767,"Guest/Visitor Parking, Off-Street Parking, Parking Area, Room for Oversized Vehicle","Breakfast Bar, Dining Area, Eat in Kitchen, Formal Dining Room","Central Forced Air, Electric, Heating (2+ Zones)","Propane On Site, Public Utilities",2.0,NA,NA,6,2.5,959.0,6944226.0,49480.0,21,Somewhat bikeable,2,Car-dependent,Minimal,Severe,Minimal,Minimal,"Places7 groceries, 15 restaurants, 15 parksTransit275, 278, 286, 79, 85, 87, M1 Shuttle, M1 Shuttle (City of Menlo Park)","Sep 11, 2023",Listed (Active)MLSListings #ML81941473,6998000.0,https://www.redfin.com/CA/Woodside/22-Starwood-Dr-94062/home/2049722,2.0,Washer/Dryer,"Carpet, Hardwood, Stone","Ceiling Fan, Central Forced Air, Multi-Zone",,,,,,,"Double Sinks, Shower and Tub, Stone, Updated Bath(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1227 Gordon St,Redwood City,CA,94061,1695000,3.0,2.0,REDWOOD CITY,1350.0,5650.0,1948.0,22,1256.0,,Active,,,https://www.redfin.com/CA/Redwood-City/1227-Gordon-St-94061/home/1963796,MLSListings,ML81941328,N,Y,37.470182,-122.231774,"Attached Garage, Off-Street Parking",Dining Area,Central Forced Air (Gas),Public Utilities,1.0,NA,NA,6,2.5,1256.0,1705994.0,11985.0,62,Bikeable,65,Somewhat walkable,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 26 restaurants, 6 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Sep 8, 2023",Listed (Active)MLSListings #ML81941328,1695000.0,https://www.redfin.com/CA/Redwood-City/1227-Gordon-St-94061/home/1963796,1.0,In Garage,"Carpet, Hardwood, Stone, Tile","Central Forced Air, Whole House Fan","Aug 30, 2009",Pending (Pending (Do Not Show))MLSListings #ML80940624,NA,"Aug 24, 2009",Listed (Active)MLSListings #ML80940624,579500.0,2+ Showers Over Tubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,4016 Farm Hill Blvd #101,Redwood City,CA,94061,879900,3.0,2.0,REDWOOD CITY,1157.0,,1973.0,22,761.0,815.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/4016-Farm-Hill-Blvd-94061/unit-101/home/1019440,MLSListings,ML81941302,N,Y,37.451952,-122.2626194,"Carport, Guest/Visitor Parking",Dining Area in Living Room,Baseboard,Public Utilities,1.0,NA,NA,6,2.5,761.0,,7036.0,26,Somewhat bikeable,11,Car-dependent,Major,Major,Minor,Minimal,"Places5 groceries, 20 restaurants, 7 parksTransit275, 278, 295, 61, 72, 73, 79, 85, 87","Sep 8, 2023",Listed (Active)MLSListings #ML81941302,879900.0,https://www.redfin.com/CA/Redwood-City/4016-Farm-Hill-Blvd-94061/unit-101/home/1019440,,"Dryer, Inside, Washer","Laminate, Tile",,,,,,,,"Shower Over Tub, Stall Shower, Updated Bath(s)","Cable/Dish, Common Area Electricity, Common Area Gas, Garbage, Insurance (Common Area), Insurance (Earthquake), Maintenance (Common Area), Pools, Spa, or Tennis, Sewer, Water",Monthly,Farm Hill Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,247 W Oakwood Blvd,Redwood City,CA,94061,2500000,3.0,2.0,REDWOOD CITY,2920.0,9434.0,1950.0,22,856.0,,Active,October-1-2023 12:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Redwood-City/247-W-Oakwood-Blvd-94061/home/2002313,MLSListings,ML81941263,N,Y,37.4680744,-122.2177305,"Attached Garage, Off-Street Parking",Formal Dining Room,Central Forced Air (Gas),"Individual Electric Meters, Individual Gas Meters",1.0,3,NA,6,2.0,856.0,2491042.0,17677.0,76,Very bikeable,78,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 1 parkTransit270, 275, 278, 295, 296, 397, 398, 72, 79, 84, 95, Bus Bridge, ECR, MPT Shuttle, SEA Shuttle","Sep 8, 2023",Listed (Active)MLSListings #ML81941263,2500000.0,https://www.redfin.com/CA/Redwood-City/247-W-Oakwood-Blvd-94061/home/2002313,2.0,In Garage,Wood,Central Forced Air,"Jun 17, 2007",Listing RemovedMLSListings #ML80725726,NA,"Jun 11, 2007",Price ChangedMLSListings #ML80725726,1299000.0,"Primary (Stall Shower(s)), Shower Over Tub",,,,"May 12, 2007",ListedMLSListings #ML80725726,1349000.0,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,153 Somerset St,Redwood City,CA,94062,3598000,4.0,3.5,REDWOOD CITY,2271.0,5625.0,1953.0,22,1584.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/153-Somerset-St-94062/home/1434214,MLSListings,ML81941220,N,Y,37.4874688,-122.2477028,Attached Garage,Dining Area in Living Room,Central Forced Air,Public Utilities,1.0,NA,3,6,2.5,1584.0,3532767.0,25440.0,68,Bikeable,56,Somewhat walkable,Minimal,Minimal,Moderate,Minimal,"Places1 grocery, 20 restaurants, 3 parksTransit260, 270, 275, 278, 295, 296, 397, 398, 61, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Sep 8, 2023",Relisted (Active)MLSListings #ML81941220,NA,https://www.redfin.com/CA/Redwood-City/153-Somerset-St-94062/home/1434214,2.0,In Garage,,Central Forced Air,"Sep 8, 2023",Listed (Active)MLSListings #ML81941220,3598000.0,"Sep 8, 2023",Listing RemovedMLSListings #ML81941220,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,107 Wika Ranch Ct,Redwood City,CA,94062,4980000,4.0,4.5,REDWOOD CITY,4041.0,21257.0,2023.0,23,1232.0,307.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/107-Wika-Ranch-Ct-94062/home/175875572,MLSListings,ML81941173,N,Y,37.457432,-122.264365,Attached Garage,"Breakfast Bar, Dining Area, Dining Area in Family Room, Eat in Kitchen, Formal Dining Room",Central Forced Air,"Public Utilities, Solar Panels - Owned",2.0,NA,NA,6,2.5,1232.0,4935849.0,35519.0,27,Somewhat bikeable,29,Car-dependent,Major,Major,Minor,Minimal,"Places5 groceries, 17 restaurants, 12 parksTransit275, 278, 295, 61, 72, 73, 79, 85, 87","Sep 7, 2023",Listed (Active)MLSListings #ML81941173,4980000.0,https://www.redfin.com/CA/Redwood-City/107-Wika-Ranch-Ct-94062/home/175875572,2.0,"Electricity Hookup (220V), Inside","Carpet, Hardwood, Tile",Central Forced Air,,,,,,,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Primary (Stall Shower(s)), Shower Over Tub, 2+ Stall Shower, Tub in Master Bedroom","Common Area Electricity, Insurance (Common Area), Maintenance (Common Area), Reserves",Monthly,Wika Ranch,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,263 Ferndale Way,Redwood City,CA,94062,1599000,3.0,1.0,REDWOOD CITY,1489.0,34195.0,1925.0,23,1074.0,,Active,,,https://www.redfin.com/CA/Emerald-Hills/263-Ferndale-Way-94062/home/1898161,MLSListings,ML81941119,N,Y,37.4711057,-122.2757787,Off-Street Parking,Dining Area in Family Room,Central Forced Air,Public Utilities,1.0,NA,NA,6,2.5,1074.0,1593111.0,11306.0,8,Somewhat bikeable,3,Car-dependent,Minimal,Moderate,Minor,Minimal,"Places4 groceries, 15 restaurants, 22 parksTransit275, 278, 295, 397, 398, 61, 73, 79, 95, ECR","Sep 11, 2023",Listed (Active)MLSListings #ML81941547,1599000.0,https://www.redfin.com/CA/Emerald-Hills/263-Ferndale-Way-94062/home/1898161,,,,,"Sep 7, 2023",Listed (Active)MLSListings #ML81941119,1599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1630 Cordilleras Rd,Redwood City,CA,94062,2989000,4.0,3.0,REDWOOD CITY,2501.0,11200.0,1955.0,23,1195.0,,Active,,,https://www.redfin.com/CA/Emerald-Hills/1630-Cordilleras-Rd-94062/home/1551255,MLSListings,ML81941118,N,Y,37.4754213,-122.2610392,Detached,"Breakfast Nook, Dining Area in Family Room",Central Forced Air,Public Utilities,2.0,NA,NA,6,2.5,1195.0,2982435.0,21134.0,28,Somewhat bikeable,35,Car-dependent,Minimal,Moderate,Moderate,Minimal,"Places3 groceries, 16 restaurants, 14 parksTransit275, 278, 295, 397, 398, 61, 73, 79, 95, ECR","Sep 7, 2023",Listed (Active)MLSListings #ML81941118,2989000.0,https://www.redfin.com/CA/Emerald-Hills/1630-Cordilleras-Rd-94062/home/1551255,2.0,"In Utility Room, Inside, Washer/Dryer",Hardwood,Central Forced Air,"Oct 8, 2013",Pending (Contingent)MLSListings #ML81336444,NA,"Oct 3, 2013",Listed (Active)MLSListings #ML81336444,1395000.0,"Double Sinks, Full on Ground Floor, Primary (Stall Shower(s)), Shower and Tub, Stall Shower, Tile, Updated Bath(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,421 Lanyard Dr,Redwood Shores,CA,94065,2050000,3.0,2.0,Redwood Shores,1470.0,6500.0,1971.0,23,1395.0,,Active,,,https://www.redfin.com/CA/Redwood-City/421-Lanyard-Dr-94065/home/1832137,MLSListings,ML81940729,N,Y,37.5282738,-122.2540228,Attached Garage,"Dining Area in Family Room, Dining Bar, Eat in Kitchen, Formal Dining Room","Central Forced Air (Gas), Fireplace","Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,7,9,9,2.5,1395.0,2055014.0,14495.0,79,Very bikeable,53,Somewhat walkable,Extreme,Minimal,Moderate,Minimal,"Places4 groceries, 18 restaurants, 7 parksTransit251, 256, 260, 295, 397, 398, 54, 57, 60, 61, 62, 67, 68, Bus Bridge, ECR, FCX, L1, L2, L3, L4, L6, RLC Shuttle","Sep 29, 2023",Price ChangedMLSListings #ML81940729,2050000.0,https://www.redfin.com/CA/Redwood-City/421-Lanyard-Dr-94065/home/1832137,2.0,"Dryer, Electricity Hookup (110V), Hookup (Gas Dryer), Inside, Washer","Hardwood, Tile",Ceiling Fan,"Sep 21, 2023",Price ChangedMLSListings #ML81940729,1898891.0,"Sep 7, 2023",Listed (Active)MLSListings #ML81940729,1988891.0,"Full on Ground Floor, Shower and Tub, Solid Surface, Stall Shower, Stone, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,50 Horgan Ave #51,Redwood City,CA,94061,1349000,3.0,2.0,REDWOOD CITY,1550.0,1684.0,1979.0,23,870.0,700.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/50-Horgan-Ave-94061/unit-51/home/1217077,MLSListings,ML81941022,N,Y,37.4636284,-122.223262,"Detached, Gate/Door Opener",Dining Area,"Central Forced Air (Gas), Fireplace","Individual Electric Meters, Individual Gas Meters, Public Utilities",1.0,3,NA,6,2.5,870.0,1338383.0,10238.0,71,Very bikeable,80,Very walkable,Minimal,NA,Moderate,Minimal,"Places2 groceries, 28 restaurants, 2 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 79, 87, 95, Bus Bridge, ECR, MPT Shuttle, SEA Shuttle","Sep 7, 2023",Listed (Active)MLSListings #ML81941022,1349000.0,https://www.redfin.com/CA/Redwood-City/50-Horgan-Ave-94061/unit-51/home/1217077,2.0,"In Utility Room, Inside","Hardwood, Tile",Ceiling Fan,,,,,,,"Double Sinks, Full on Ground Floor, Marble, Primary (Stall Shower(s)), Tile, Updated Bath(s)","Exterior Painting, Fencing, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Management Fee, Pools, Spa, or Tennis, Recreation Facility, Reserves, Roof, Water/Sewer",Monthly,Community Management Service,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,934 Wilmington Way,Redwood City,CA,94062,3695000,4.0,3.5,REDWOOD CITY,3280.0,22500.0,1990.0,24,1127.0,,Active,,,https://www.redfin.com/CA/Emerald-Hills/934-Wilmington-Way-94062/home/1920604,MLSListings,ML81940914,N,Y,37.4555398,-122.2655931,"Attached Garage, On Street","Eat in Kitchen, Formal Dining Room",Forced Air,Public Utilities,2.0,NA,NA,6,2.5,1127.0,3681144.0,26126.0,28,Somewhat bikeable,19,Car-dependent,Minimal,Major,Minor,Minimal,"Places5 groceries, 18 restaurants, 9 parksTransit275, 278, 295, 61, 72, 73, 79, 85, 87","Sep 6, 2023",Listed (Active)MLSListings #ML81940914,3695000.0,https://www.redfin.com/CA/Emerald-Hills/934-Wilmington-Way-94062/home/1920604,3.0,Washer/Dryer,Hardwood,Central Forced Air,"Feb 12, 2016",Pending (Pending (Do Not Show))MLSListings #ML81549447,NA,"Feb 4, 2016",Listed (Active)MLSListings #ML81549447,2599000.0,"Double Sinks, Full on Ground Floor, Half on Ground Floor, Shower and Tub, Updated Bath(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,518 Iris St,Redwood City,CA,94062,2598000,4.0,3.0,REDWOOD CITY,2436.0,6500.0,1945.0,26,1067.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Redwood-City/518-Iris-St-94062/home/1792865,MLSListings,ML81936689,N,Y,37.4774338,-122.2383316,"Detached, Uncovered Parking",Dining Area in Family Room,Central Forced Air (Gas),Solar Panels - Leased,1.0,NA,3,6,2.5,1067.0,2591536.0,18369.0,58,Bikeable,60,Somewhat walkable,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 20 restaurants, 6 parksTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Sep 22, 2023",Relisted (Active)MLSListings #ML81936689,NA,https://www.redfin.com/CA/Redwood-City/518-Iris-St-94062/home/1792865,1.0,"Inside, Washer/Dryer","Hardwood, Tile",Central Forced Air,"Sep 20, 2023",ContingentMLSListings #ML81936689,NA,"Sep 4, 2023",Listed (Active)MLSListings #ML81936689,2598000.0,,,,,"Jul 3, 2019",Pending (Pending (Do Not Show))MLSListings #ML81757959,NA,"Jun 24, 2019",Listed (Active)MLSListings #ML81757959,2298000.0,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,644 Buckeye St,Redwood City,CA,94063,749000,1.0,1.0,REDWOOD CITY,570.0,2425.0,1954.0,28,1314.0,,Active,,,https://www.redfin.com/CA/Redwood-City/644-Buckeye-St-94063/home/1183614,MLSListings,ML81940630,N,Y,37.4831112,-122.2187099,Attached Garage,Dining Area,Central Forced Air (Gas),Public Utilities,1.0,NA,NA,6,2.5,1314.0,743960.0,5296.0,79,Very bikeable,81,Very walkable,Minimal,Minimal,Moderate,Minimal,"Places7 groceries, 29 restaurants, 1 parkTransit270, 275, 278, 295, 296, 397, 398, 72, 73, 79, 95, B7, Bus Bridge, ECR, L1, L2, L3, L4, L5, L6, MPT Shuttle, SEA Shuttle","Sep 2, 2023",Listed (Active)MLSListings #ML81940630,749000.0,https://www.redfin.com/CA/Redwood-City/644-Buckeye-St-94063/home/1183614,1.0,,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,776 Bain Pl,Redwood City,CA,94062,2650000,4.0,2.0,REDWOOD CITY,2120.0,10800.0,1978.0,29,1250.0,,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Redwood-City/776-Bain-Pl-94062/home/2041129,MLSListings,ML81937639,N,Y,37.4686638,-122.2558618,Attached Garage,"Formal Dining Room, Other (See Remarks)",Central Forced Air,Public Utilities,1.0,NA,NA,6,3.0,1250.0,2728086.0,18737.0,22,Somewhat bikeable,53,Somewhat walkable,Major,Moderate,Moderate,Minimal,"Places3 groceries, 15 restaurants, 14 parksTransit270, 275, 278, 295, 296, 397, 398, 61, 73, 79, 95, Bus Bridge, ECR","Sep 28, 2023",Price ChangedMLSListings #ML81937639,2650000.0,https://www.redfin.com/CA/Redwood-City/776-Bain-Pl-94062/home/2041129,3.0,,,,"Sep 1, 2023",Listed (Active)MLSListings #ML81937639,2800000.0,"Mar 30, 1999",Listing RemovedMLSListings #ML89912750,NA,,,,,"Mar 28, 1999",ListedMLSListings #ML89912750,560000.0,,,,,,,,,,,,,,,,,,,,,,,,
